"Kingdom" "Phyla" "Class" "Order" "Family" "Genus" "Species" "lowest"
"ASV1610" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Talaromyces" "unclassified" "g__Talaromyces"
"ASV1611" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "unclassified" "unclassified" "unclassified" "o__Sordariales"
"ASV1614" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Hypocreaceae" "Trichoderma" "unclassified" "g__Trichoderma"
"ASV1615" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Erysiphaceae" "Sawadaea" "Sawadaea_bicornis" "s__Sawadaea_bicornis"
"ASV1616" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV1621" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV1622" "Fungi" "Ascomycota" "Sordariomycetes" "Glomerellales" "Plectosphaerellaceae" "Sodiomyces" "unclassified" "g__Sodiomyces"
"ASV1626" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Podosporaceae" "Triangularia" "Triangularia_pauciseta" "s__Triangularia_pauciseta"
"ASV1628" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Mucor" "Mucor_piriformis" "s__Mucor_piriformis"
"ASV1630" "Fungi" "Mortierellomycota" "Mortierellomycetes" "Mortierellales" "unclassified" "unclassified" "Mortierellales_sp" "s__Mortierellales_sp"
"ASV1633" "Fungi" "Basidiomycota" "Microbotryomycetes" "Sporidiobolales" "Sporidiobolaceae" "Sporobolomyces" "unclassified" "g__Sporobolomyces"
"ASV1635" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Didymocyrtis" "unclassified" "g__Didymocyrtis"
"ASV1637" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV1638" "Fungi" "Ascomycota" "Eurotiomycetes" "Onygenales" "Onygenaceae" "Chrysosporium" "Chrysosporium_lobatum" "s__Chrysosporium_lobatum"
"ASV1640" "Fungi" "Basidiomycota" "Microbotryomycetes" "unclassified" "unclassified" "unclassified" "Microbotryomycetes_sp" "s__Microbotryomycetes_sp"
"ASV1641" "Fungi" "Ascomycota" "Sordariomycetes" "Glomerellales" "Plectosphaerellaceae" "Lectera" "Lectera_longa" "s__Lectera_longa"
"ASV1645" "Fungi" "Ascomycota" "Sordariomycetes" "Chaetosphaeriales" "Chaetosphaeriaceae" "Chloridium" "Chloridium_aseptatum" "s__Chloridium_aseptatum"
"ASV1647" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Neosetophoma" "unclassified" "g__Neosetophoma"
"ASV1648" "Fungi" "Ascomycota" "Eurotiomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Eurotiomycetes"
"ASV1650" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "Pezizales_fam_Incertae_sedis" "unclassified" "Pezizales_sp" "s__Pezizales_sp"
"ASV1651" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "Dichotomopilus" "unclassified" "g__Dichotomopilus"
"ASV1654" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "unclassified" "unclassified" "f__Phaeosphaeriaceae"
"ASV1655" "Fungi" "Ascomycota" "Dothideomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Dothideomycetes"
"ASV224" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "unclassified" "unclassified" "f__Microascaceae"
"ASV198" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Mucor" "Mucor_racemosus" "s__Mucor_racemosus"
"ASV229" "Fungi" "Ascomycota" "Eurotiomycetes" "Onygenales" "Onygenaceae" "Chrysosporium" "Chrysosporium_lobatum" "s__Chrysosporium_lobatum"
"ASV207" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "Chaetomium" "Chaetomium_grande" "s__Chaetomium_grande"
"ASV212" "Fungi" "Mortierellomycota" "Mortierellomycetes" "Mortierellales" "Mortierellaceae" "Actinomortierella" "Actinomortierella_wolfii" "s__Actinomortierella_wolfii"
"ASV219" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Lycoperdaceae" "Lycoperdon" "unclassified" "g__Lycoperdon"
"ASV213" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Bionectriaceae" "Acremonium" "Acremonium_pinkertoniae" "s__Acremonium_pinkertoniae"
"ASV266" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Dictyosporiaceae" "Pseudocoleophoma" "Pseudocoleophoma_sp" "s__Pseudocoleophoma_sp"
"ASV210" "Fungi" "Aphelidiomycota" "Aphelidiomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Aphelidiomycetes"
"ASV221" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymosphaeriaceae" "unclassified" "unclassified" "f__Didymosphaeriaceae"
"ASV228" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Mucor" "Mucor_racemosus" "s__Mucor_racemosus"
"ASV216" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Acaulium" "Acaulium_retardatum" "s__Acaulium_retardatum"
"ASV220" "Fungi" "Ascomycota" "Saccharomycetes" "Saccharomycetales" "Debaryomycetaceae" "Debaryomyces" "Debaryomyces_prosopidis" "s__Debaryomyces_prosopidis"
"ASV223" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "Pseudombrophilaceae" "Lasiobolidium" "Lasiobolidium_sp" "s__Lasiobolidium_sp"
"ASV230" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Microascus" "Microascus_verrucosus" "s__Microascus_verrucosus"
"ASV365" "Fungi" "Neocallimastigomycota" "Neocallimastigomycetes" "Neocallimastigales" "Neocallimastigaceae" "Khoyollomyces" "Khoyollomyces_ramosus" "s__Khoyollomyces_ramosus"
"ASV484" "Fungi" "Ascomycota" "Ascomycota_cls_Incertae_sedis" "Ascomycota_ord_Incertae_sedis" "Ascomycota_fam_Incertae_sedis" "Gilmaniella" "Gilmaniella_humicola" "s__Gilmaniella_humicola"
"ASV231" "Fungi" "Ascomycota" "Eurotiomycetes" "Onygenales" "Onygenaceae" "Chrysosporium" "Chrysosporium_lobatum" "s__Chrysosporium_lobatum"
"ASV241" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Stachybotryaceae" "Stachybotrys" "Stachybotrys_chartarum" "s__Stachybotrys_chartarum"
"ASV232" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Psathyrellaceae" "Coprinellus" "unclassified" "g__Coprinellus"
"ASV244" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Mucor" "Mucor_racemosus" "s__Mucor_racemosus"
"ASV270" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Hypocreaceae" "Trichoderma" "unclassified" "g__Trichoderma"
"ASV254" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Kernia" "Kernia_anthracina" "s__Kernia_anthracina"
"ASV260" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Cephalotrichum" "Cephalotrichum_stemonitis" "s__Cephalotrichum_stemonitis"
"ASV265" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Pleosporaceae" "unclassified" "unclassified" "f__Pleosporaceae"
"ASV275" "Fungi" "Mortierellomycota" "Mortierellomycetes" "Mortierellales" "Mortierellaceae" "Mortierella" "Mortierella_polygonia" "s__Mortierella_polygonia"
"ASV282" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Mucor" "Mucor_racemosus" "s__Mucor_racemosus"
"ASV276" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Microascus" "unclassified" "g__Microascus"
"ASV284" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Mucor" "unclassified" "g__Mucor"
"ASV307" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymosphaeriaceae" "Pseudopithomyces" "Pseudopithomyces_rosae" "s__Pseudopithomyces_rosae"
"ASV286" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Rhizopodaceae" "Rhizopus" "Rhizopus_arrhizus" "s__Rhizopus_arrhizus"
"ASV289" "Fungi" "Ascomycota" "Leotiomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Leotiomycetes"
"ASV310" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Talaromyces" "Talaromyces_piceae" "s__Talaromyces_piceae"
"ASV317" "Fungi" "Ascomycota" "Leotiomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Leotiomycetes"
"ASV299" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "unclassified" "g__Penicillium"
"ASV303" "Fungi" "Ascomycota" "Dothideomycetes" "Botryosphaeriales" "Botryosphaeriaceae" "unclassified" "unclassified" "f__Botryosphaeriaceae"
"ASV304" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV331" "Fungi" "Ascomycota" "Leotiomycetes" "Thelebolales" "Pseudeurotiaceae" "Pseudeurotium" "Pseudeurotium_ovale" "s__Pseudeurotium_ovale"
"ASV309" "Fungi" "Ascomycota" "Leotiomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Leotiomycetes"
"ASV332" "Fungi" "Ascomycota" "Eurotiomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Eurotiomycetes"
"ASV340" "Fungi" "Mucoromycota" "Endogonomycetes" "unclassified" "unclassified" "unclassified" "Endogonomycetes_sp" "s__Endogonomycetes_sp"
"ASV339" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Stachybotryaceae" "Striaticonidium" "Striaticonidium_humicola" "s__Striaticonidium_humicola"
"ASV316" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Lycoperdaceae" "Lycoperdon" "Lycoperdon_pyriforme" "s__Lycoperdon_pyriforme"
"ASV320" "Fungi" "Aphelidiomycota" "Aphelidiomycetes" "unclassified" "unclassified" "unclassified" "Aphelidiomycetes_sp" "s__Aphelidiomycetes_sp"
"ASV322" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "Remersonia" "Remersonia_thermophila" "s__Remersonia_thermophila"
"ASV324" "Fungi" "Basidiomycota" "Agaricomycetes" "Russulales" "Peniophoraceae" "Peniophora" "Peniophora_sp" "s__Peniophora_sp"
"ASV325" "Fungi" "Ascomycota" "Sordariomycetes" "Glomerellales" "Plectosphaerellaceae" "Stachylidium" "Stachylidium_bicolor" "s__Stachylidium_bicolor"
"ASV215" "Fungi" "Basidiomycota" "Ustilaginomycetes" "Ustilaginales" "Ustilaginaceae" "Ustilago" "Ustilago_nunavutica" "s__Ustilago_nunavutica"
"ASV178" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymosphaeriaceae" "unclassified" "unclassified" "f__Didymosphaeriaceae"
"ASV170" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Rasamsonia" "Rasamsonia_emersonii" "s__Rasamsonia_emersonii"
"ASV182" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Aspergillus" "Aspergillus_ruber" "s__Aspergillus_ruber"
"ASV183" "Fungi" "Ascomycota" "Dothideomycetes" "Botryosphaeriales" "Botryosphaeriaceae" "Dothiorella" "Dothiorella_iberica" "s__Dothiorella_iberica"
"ASV202" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Neosetophoma" "unclassified" "g__Neosetophoma"
"ASV191" "Fungi" "Ascomycota" "Saccharomycetes" "Saccharomycetales" "Dipodascaceae" "Geotrichum" "Geotrichum_silvicola" "s__Geotrichum_silvicola"
"ASV181" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Mucor" "unclassified" "g__Mucor"
"ASV206" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Dacampiaceae" "Aaosphaeria" "Aaosphaeria_arxii" "s__Aaosphaeria_arxii"
"ASV193" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Microascus" "Microascus_cirrosus" "s__Microascus_cirrosus"
"ASV264" "Fungi" "Ascomycota" "Eurotiomycetes" "Arachnomycetales" "Arachnomycetaceae" "Arachnomyces" "Arachnomyces_glareosus" "s__Arachnomyces_glareosus"
"ASV471" "Fungi" "Neocallimastigomycota" "Neocallimastigomycetes" "Neocallimastigales" "Neocallimastigaceae" "Khoyollomyces" "Khoyollomyces_ramosus" "s__Khoyollomyces_ramosus"
"ASV2142" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Mucor" "unclassified" "g__Mucor"
"ASV2147" "Fungi" "Ascomycota" "Orbiliomycetes" "Orbiliales" "Orbiliaceae" "Orbilia" "unclassified" "g__Orbilia"
"ASV2150" "Fungi" "Ascomycota" "Eurotiomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Eurotiomycetes"
"ASV2152" "Fungi" "Ascomycota" "Leotiomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Leotiomycetes"
"ASV2153" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Bulleribasidiaceae" "Vishniacozyma" "Vishniacozyma_victoriae" "s__Vishniacozyma_victoriae"
"ASV2154" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Thyridariaceae" "Parathyridariella" "unclassified" "g__Parathyridariella"
"ASV1977" "Fungi" "Ascomycota" "Saccharomycetes" "Saccharomycetales" "Phaffomycetaceae" "Wickerhamomyces" "Wickerhamomyces_anomalus" "s__Wickerhamomyces_anomalus"
"ASV1978" "Fungi" "Ascomycota" "Eurotiomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Eurotiomycetes"
"ASV1980" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Mucor" "Mucor_piriformis" "s__Mucor_piriformis"
"ASV1508" "Fungi" "Ascomycota" "Pezizomycotina_cls_Incertae_sedis" "Pezizomycotina_ord_Incertae_sedis" "Pezizomycotina_fam_Incertae_sedis" "Trichosporiella" "Trichosporiella_multisporum" "s__Trichosporiella_multisporum"
"ASV1510" "Fungi" "Basidiomycota" "Agaricomycetes" "Russulales" "Peniophoraceae" "Peniophora" "Peniophora_sp" "s__Peniophora_sp"
"ASV1518" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Chaetocladium" "Chaetocladium_brefeldii" "s__Chaetocladium_brefeldii"
"ASV1519" "Fungi" "Ascomycota" "Eurotiomycetes" "Onygenales" "Spiromastigaceae" "Spiromastigoides" "Spiromastigoides_princeps" "s__Spiromastigoides_princeps"
"ASV1520" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV1521" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Mucor" "Mucor_hiemalis" "s__Mucor_hiemalis"
"ASV1523" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Myxotrichaceae" "Oidiodendron" "unclassified" "g__Oidiodendron"
"ASV502" "Fungi" "Ascomycota" "Saccharomycetes" "Saccharomycetales" "Saccharomycetales_fam_Incertae_sedis" "Nadsonia" "unclassified" "g__Nadsonia"
"ASV505" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Microascus" "Microascus_verrucosus" "s__Microascus_verrucosus"
"ASV575" "Fungi" "Basidiomycota" "Malasseziomycetes" "Malasseziales" "Malasseziaceae" "Malassezia" "Malassezia_arunalokei" "s__Malassezia_arunalokei"
"ASV510" "Fungi" "Ascomycota" "Saccharomycetes" "Saccharomycetales" "Dipodascaceae" "unclassified" "unclassified" "f__Dipodascaceae"
"ASV1357" "Fungi" "Basidiomycota" "Microbotryomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Microbotryomycetes"
"ASV1358" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Stachybotryaceae" "Striaticonidium" "unclassified" "g__Striaticonidium"
"ASV1359" "Fungi" "Chytridiomycota" "Rhizophydiomycetes" "Rhizophydiales" "Operculomycetaceae" "Operculomyces" "unclassified" "g__Operculomyces"
"ASV1198" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Lophiotremataceae" "Lophiotrema" "Lophiotrema_sp" "s__Lophiotrema_sp"
"ASV1199" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Stachybotryaceae" "Stachybotrys" "Stachybotrys_chartarum" "s__Stachybotrys_chartarum"
"ASV1200" "Fungi" "Ascomycota" "Sordariomycetes" "Xylariales" "Microdochiaceae" "Microdochium" "unclassified" "g__Microdochium"
"ASV1204" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Kernia" "unclassified" "g__Kernia"
"ASV1210" "Fungi" "Basidiomycota" "Agaricomycetes" "Trechisporales" "Hydnodontaceae" "Trechispora" "Trechispora_sp" "s__Trechispora_sp"
"ASV1009" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Helotiales_fam_Incertae_sedis" "Tetracladium" "unclassified" "g__Tetracladium"
"ASV1010" "Fungi" "Ascomycota" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "p__Ascomycota"
"ASV1012" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Stachybotryaceae" "Stachybotrys" "Stachybotrys_chartarum" "s__Stachybotrys_chartarum"
"ASV1014" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Talaromyces" "unclassified" "g__Talaromyces"
"ASV2463" "Fungi" "Basidiomycota" "Malasseziomycetes" "Malasseziales" "Malasseziaceae" "Malassezia" "unclassified" "g__Malassezia"
"ASV2464" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "Pezizaceae" "Iodophanus" "unclassified" "g__Iodophanus"
"ASV2465" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV2470" "Fungi" "Ascomycota" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "p__Ascomycota"
"ASV2471" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Bulleribasidiaceae" "Vishniacozyma" "Vishniacozyma_tephrensis" "s__Vishniacozyma_tephrensis"
"ASV2472" "Fungi" "Ascomycota" "Sordariomycetes" "Glomerellales" "Plectosphaerellaceae" "Gibellulopsis" "Gibellulopsis_piscis" "s__Gibellulopsis_piscis"
"ASV2474" "Fungi" "Chytridiomycota" "Spizellomycetes" "Spizellomycetales" "unclassified" "unclassified" "Spizellomycetales_sp" "s__Spizellomycetales_sp"
"ASV2478" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Agaricaceae" "Tulostoma" "Tulostoma_kotlabae" "s__Tulostoma_kotlabae"
"ASV834" "Fungi" "Basidiomycota" "Agaricomycetes" "Geastrales" "Geastraceae" "Geastrum" "Geastrum_melanocephalum" "s__Geastrum_melanocephalum"
"ASV2615" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Agaricaceae" "Lepiota" "Lepiota_elaiophylla" "s__Lepiota_elaiophylla"
"ASV1810" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "unclassified" "g__Penicillium"
"ASV1811" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Psathyrellaceae" "Coprinellus" "Coprinellus_micaceus" "s__Coprinellus_micaceus"
"ASV1816" "Fungi" "Ascomycota" "Sordariomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Sordariomycetes"
"ASV1818" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Bionectriaceae" "Acremonium" "Acremonium_persicinum" "s__Acremonium_persicinum"
"ASV1819" "Fungi" "Ascomycota" "Eurotiomycetes" "unclassified" "unclassified" "unclassified" "unclassified" "c__Eurotiomycetes"
"ASV1821" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "unclassified" "g__Penicillium"
"ASV1656" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Bulleribasidiaceae" "Vishniacozyma" "Vishniacozyma_victoriae" "s__Vishniacozyma_victoriae"
"ASV1657" "Fungi" "Ascomycota" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "p__Ascomycota"
"ASV1659" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV1660" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Strophariaceae" "Hypholoma" "Hypholoma_fasciculare" "s__Hypholoma_fasciculare"
"ASV2310" "Fungi" "Mucoromycota" "Umbelopsidomycetes" "Umbelopsidales" "Umbelopsidaceae" "Umbelopsis" "Umbelopsis_isabellina" "s__Umbelopsis_isabellina"
"ASV2312" "Fungi" "Aphelidiomycota" "Aphelidiomycetes" "GS16" "unclassified" "unclassified" "GS16_sp" "s__GS16_sp"
"ASV2313" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "unclassified" "unclassified" "f__Chaetomiaceae"
"ASV2316" "Fungi" "Basidiomycota" "Ustilaginomycetes" "Ustilaginales" "Ustilaginaceae" "unclassified" "unclassified" "f__Ustilaginaceae"
"ASV2319" "Fungi" "Basidiomycota" "Agaricomycetes" "Geastrales" "Geastraceae" "Geastrum" "Geastrum_fimbriatum" "s__Geastrum_fimbriatum"
"ASV841" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Hypocreaceae" "Trichoderma" "unclassified" "g__Trichoderma"
"ASV845" "Fungi" "Basidiomycota" "Ustilaginomycetes" "Ustilaginales" "Ustilaginaceae" "Ustilago" "Ustilago_nunavutica" "s__Ustilago_nunavutica"
"ASV1024" "Fungi" "Basidiomycota" "Ustilaginomycetes" "Ustilaginales" "Ustilaginaceae" "Ustilago" "Ustilago_nunavutica" "s__Ustilago_nunavutica"
"ASV687" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Gamsia" "Gamsia_simplex" "s__Gamsia_simplex"
"ASV486" "Fungi" "Basidiomycota" "Microbotryomycetes" "Microbotryales" "Ustilentylomataceae" "Ustilentyloma" "unclassified" "g__Ustilentyloma"
"ASV341" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Mucor" "unclassified" "g__Mucor"
"ASV372" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "Pezizaceae" "Iodophanus" "unclassified" "g__Iodophanus"
