"Kingdom" "Phyla" "Class" "Order" "Family" "Genus" "lowest"
"ASV3057" "Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacterales_insertae_sedis_family" "Vicinamibacterales_insertae_sedis_genus" "g__Vicinamibacterales_insertae_sedis_genus"
"ASV3059" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Microtrichales" "Iamiaceae" "Iamia" "g__Iamia"
"ASV3061" "Bacteria" "Hydrogenedentes" "Hydrogenedentia" "Hydrogenedentiales" "Hydrogenedensaceae" "Hydrogenedensaceae_insertae_sedis_genus" "g__Hydrogenedensaceae_insertae_sedis_genus"
"ASV3062" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "LWQ8" "LWQ8_insertae_sedis_genus" "g__LWQ8_insertae_sedis_genus"
"ASV3064" "Bacteria" "Chloroflexota" "SHA-26" "SHA-26_insertae_sedis_order" "SHA-26_insertae_sedis_family" "SHA-26_insertae_sedis_genus" "g__SHA-26_insertae_sedis_genus"
"ASV3067" "Bacteria" "Bacillota" "Bacilli" "Thermoactinomycetales" "Thermoactinomycetaceae" "Thermoactinomycetaceae_insertae_sedis_genus" "g__Thermoactinomycetaceae_insertae_sedis_genus"
"ASV3068" "Bacteria" "Actinomycetota" "Actinobacteria" "unclassified" "unclassified" "unclassified" "c__Actinobacteria"
"ASV3069" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "unclassified" "f__Paenibacillaceae"
"ASV3070" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiia" "Pedosphaerales" "Pedosphaeraceae" "unclassified" "f__Pedosphaeraceae"
"ASV3073" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Alphaproteobacteria_insertae_sedis_order" "Alphaproteobacteria_insertae_sedis_family" "Alphaproteobacteria_insertae_sedis_genus" "g__Alphaproteobacteria_insertae_sedis_genus"
"ASV3074" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Burkholderiaceae" "Limnobacter" "g__Limnobacter"
"ASV3076" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Nitrosomonadaceae" "MND1" "g__MND1"
"ASV3078" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Methylophilaceae" "MM2" "g__MM2"
"ASV3079" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV3081" "Bacteria" "Chlamydiota" "Chlamydiia" "Chlamydiales" "unclassified" "unclassified" "o__Chlamydiales"
"ASV3082" "Bacteria" "Planctomycetota" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" "Phycisphaeraceae_insertae_sedis_genus" "g__Phycisphaeraceae_insertae_sedis_genus"
"ASV3084" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Beijerinckiaceae" "Microvirga" "g__Microvirga"
"ASV3085" "Bacteria" "Bacillota" "Bacilli" "Alicyclobacillales" "Alicyclobacillaceae" "Alicyclobacillus" "g__Alicyclobacillus"
"ASV3087" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101_soil_group" "WD2101_soil_group_insertae_sedis_genus" "g__WD2101_soil_group_insertae_sedis_genus"
"ASV3089" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Micavibrionales" "unclassified" "unclassified" "o__Micavibrionales"
"ASV3093" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "unclassified" "f__Bacillaceae"
"ASV3096" "Bacteria" "Chloroflexota" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolinea" "g__Anaerolinea"
"ASV3100" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Steroidobacterales" "Steroidobacteraceae" "unclassified" "f__Steroidobacteraceae"
"ASV3101" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Microtrichales" "Microtrichales_insertae_sedis_family" "Microtrichales_insertae_sedis_genus" "g__Microtrichales_insertae_sedis_genus"
"ASV3102" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Marinicrinis" "g__Marinicrinis"
"ASV3104" "Bacteria" "Bacillota" "Clostridia" "Peptostreptococcales-Tissierellales" "Family_XI" "Tepidimicrobium" "g__Tepidimicrobium"
"ASV3105" "Bacteria" "Bacillota" "Bacilli" "Brevibacillales" "Brevibacillaceae" "Brevibacillus" "g__Brevibacillus"
"ASV3107" "Bacteria" "Bacillota" "Limnochordia" "Hydrogenispora" "Hydrogenispora_insertae_sedis_order" "Hydrogenispora_insertae_sedis_family" "g__Hydrogenispora_insertae_sedis_family"
"ASV3110" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiia" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter" "g__Chthoniobacter"
"ASV1407" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Gammaproteobacteria_Incertae_Sedis" "unclassified" "Acidibacter" "g__Acidibacter"
"ASV1408" "Bacteria" "Latescibacterota" "Latescibacterota_insertae_sedis_class" "Latescibacterota_insertae_sedis_order" "Latescibacterota_insertae_sedis_family" "Latescibacterota_insertae_sedis_genus" "g__Latescibacterota_insertae_sedis_genus"
"ASV1409" "Bacteria" "Bacillota" "Clostridia" "Caldicoprobacterales" "Caldicoprobacteraceae" "Caldicoprobacter" "g__Caldicoprobacter"
"ASV1410" "Bacteria" "Bacillota" "Clostridia" "Oscillospirales" "Oscillospiraceae" "Ruminiclostridium" "g__Ruminiclostridium"
"ASV1412" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "CCM19a" "CCM19a_insertae_sedis_family" "CCM19a_insertae_sedis_genus" "g__CCM19a_insertae_sedis_genus"
"ASV1413" "Bacteria" "Bacillota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Bacillota"
"ASV1414" "Bacteria" "Bacillota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Bacillota"
"ASV1415" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "unclassified" "f__Paenibacillaceae"
"ASV1416" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Asticcacaulis" "g__Asticcacaulis"
"ASV1417" "Bacteria" "Bacillota" "Clostridia" "Peptostreptococcales-Tissierellales" "Sedimentibacteraceae" "Sedimentibacter" "g__Sedimentibacter"
"ASV1418" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "B1-7BS" "B1-7BS_insertae_sedis_genus" "g__B1-7BS_insertae_sedis_genus"
"ASV1419" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "unclassified" "f__Paenibacillaceae"
"ASV1420" "Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacterales_insertae_sedis_family" "Vicinamibacterales_insertae_sedis_genus" "g__Vicinamibacterales_insertae_sedis_genus"
"ASV1421" "Bacteria" "Bacteroidota" "Bacteroidia" "Flavobacteriales" "Weeksellaceae" "Chryseobacterium" "g__Chryseobacterium"
"ASV1423" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Acidimicrobiales" "Acidimicrobiaceae" "Acidiferrimicrobium" "g__Acidiferrimicrobium"
"ASV1424" "Bacteria" "Armatimonadota" "Chthonomonadia" "Chthonomonadales" "Chthonomonadales_insertae_sedis_family" "Chthonomonadales_insertae_sedis_genus" "g__Chthonomonadales_insertae_sedis_genus"
"ASV1425" "Bacteria" "Chloroflexota" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "unclassified" "f__Roseiflexaceae"
"ASV1426" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Planococcaceae" "Paenisporosarcina" "g__Paenisporosarcina"
"ASV1428" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiia" "Pedosphaerales" "Pedosphaeraceae" "Oikopleura" "g__Oikopleura"
"ASV1429" "Bacteria" "Bacteroidota" "Bacteroidia" "Bacteroidales" "Bacteroidetes_vadinHA17" "Bacteroidetes_vadinHA17_insertae_sedis_genus" "g__Bacteroidetes_vadinHA17_insertae_sedis_genus"
"ASV1430" "Bacteria" "Chloroflexota" "Chloroflexia" "unclassified" "unclassified" "unclassified" "c__Chloroflexia"
"ASV1431" "Bacteria" "Planctomycetota" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" "SM1A02" "g__SM1A02"
"ASV1433" "Bacteria" "Bacillota" "Bacilli" "Thermoactinomycetales" "Thermoactinomycetaceae" "Thermoactinomycetaceae_insertae_sedis_genus" "g__Thermoactinomycetaceae_insertae_sedis_genus"
"ASV1436" "Bacteria" "Myxococcota" "Polyangiia" "Polyangiales" "Polyangiaceae" "Pajaroellobacter" "g__Pajaroellobacter"
"ASV1437" "Bacteria" "Bacillota" "Clostridia" "Oscillospirales" "Oscillospiraceae" "Acetivibrio" "g__Acetivibrio"
"ASV1438" "Bacteria" "Chloroflexota" "Dehalococcoidia" "S085" "S085_insertae_sedis_family" "S085_insertae_sedis_genus" "g__S085_insertae_sedis_genus"
"ASV1439" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiia" "Opitutales" "Opitutaceae" "unclassified" "f__Opitutaceae"
"ASV1441" "Bacteria" "Bacillota" "DTU014" "DTU014_insertae_sedis_class" "DTU014_insertae_sedis_family" "DTU014_insertae_sedis_genus" "g__DTU014_insertae_sedis_genus"
"ASV1442" "Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacterales_insertae_sedis_family" "Vicinamibacterales_insertae_sedis_genus" "g__Vicinamibacterales_insertae_sedis_genus"
"ASV1443" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV1444" "Bacteria" "Gemmatimonadota" "S0134_terrestrial_group" "S0134_terrestrial_group_insertae_sedis_order" "S0134_terrestrial_group_insertae_sedis_family" "S0134_terrestrial_group_insertae_sedis_genus" "g__S0134_terrestrial_group_insertae_sedis_genus"
"ASV1447" "Bacteria" "Chloroflexota" "Chloroflexia" "Chloroflexales" "Chloroflexaceae" "Candidatus_Chloroploca" "g__Candidatus_Chloroploca"
"ASV1448" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "Compostibacillus" "g__Compostibacillus"
"ASV1449" "Bacteria" "Chloroflexota" "Anaerolineae" "Aggregatilineales" "Aggregatilineaceae" "Aggregatilinea" "g__Aggregatilinea"
"ASV1451" "Bacteria" "Bacillota" "Bacilli" "Thermoactinomycetales" "Thermoactinomycetaceae" "Novibacillus" "g__Novibacillus"
"ASV1454" "Bacteria" "Actinomycetota" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Longispora" "g__Longispora"
"ASV1455" "Bacteria" "Armatimonadota" "Chthonomonadia" "Chthonomonadales" "Chthonomonadales_insertae_sedis_family" "Chthonomonadales_insertae_sedis_genus" "g__Chthonomonadales_insertae_sedis_genus"
"ASV1457" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "unclassified" "f__Bacillaceae"
"ASV1458" "Bacteria" "Chloroflexota" "Chloroflexia" "Chloroflexales" "Chloroflexaceae" "Candidatus_Chloroploca" "g__Candidatus_Chloroploca"
"ASV1460" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Paenibacillus" "g__Paenibacillus"
"ASV1463" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV1465" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Gammaproteobacteria_Incertae_Sedis" "unclassified" "Acidibacter" "g__Acidibacter"
"ASV1467" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV1470" "Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacterales_insertae_sedis_family" "Vicinamibacterales_insertae_sedis_genus" "g__Vicinamibacterales_insertae_sedis_genus"
"ASV1471" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Paenibacillus" "g__Paenibacillus"
"ASV1472" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Thermobacillus" "g__Thermobacillus"
"ASV1473" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "Bacillus" "g__Bacillus"
"ASV1474" "Bacteria" "Chloroflexota" "Chloroflexia" "Thermomicrobiales" "Thermomicrobiaceae" "Sphaerobacter" "g__Sphaerobacter"
"ASV1475" "Bacteria" "Actinomycetota" "Actinobacteria" "Streptosporangiales" "Streptosporangiaceae" "Thermopolyspora" "g__Thermopolyspora"
"ASV1476" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Alcaligenaceae" "Bordetella" "g__Bordetella"
"ASV1478" "Bacteria" "Bacillota" "Limnochordia" "MBA03" "MBA03_insertae_sedis_family" "MBA03_insertae_sedis_genus" "g__MBA03_insertae_sedis_genus"
"ASV1479" "Bacteria" "Actinomycetota" "Actinobacteria" "Streptosporangiales" "Nocardiopsidaceae" "Thermobifida" "g__Thermobifida"
"ASV1480" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Thermopetrobacteraceae" "Thermopetrobacter" "g__Thermopetrobacter"
"ASV1481" "Bacteria" "Bacteroidota" "Bacteroidia" "Flavobacteriales" "Flavobacteriaceae" "Planktosalinus" "g__Planktosalinus"
"ASV1482" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Paenibacillus" "g__Paenibacillus"
"ASV1483" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Actinomarinales" "Actinomarinales_insertae_sedis_family" "Actinomarinales_insertae_sedis_genus" "g__Actinomarinales_insertae_sedis_genus"
"ASV1484" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Paenibacillus" "g__Paenibacillus"
"ASV1486" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Rhizobiaceae" "Shinella" "g__Shinella"
"ASV1487" "Bacteria" "Actinomycetota" "Acidimicrobiia" "unclassified" "unclassified" "unclassified" "c__Acidimicrobiia"
"ASV1489" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Acidimicrobiales" "Acidimicrobiaceae" "Acidiferrimicrobium" "g__Acidiferrimicrobium"
"ASV1491" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Hydrogenophilaceae" "Hydrogenophilaceae_insertae_sedis_genus" "g__Hydrogenophilaceae_insertae_sedis_genus"
"ASV1492" "Bacteria" "Chloroflexota" "Chloroflexia" "Thermomicrobiales" "JG30-KF-CM45" "JG30-KF-CM45_insertae_sedis_genus" "g__JG30-KF-CM45_insertae_sedis_genus"
"ASV1493" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Ammoniphilus" "g__Ammoniphilus"
"ASV1494" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "unclassified" "unclassified" "o__Hyphomicrobiales"
"ASV1495" "Bacteria" "Spirochaetota" "Spirochaetia" "Spirochaetales" "Spirochaetaceae" "Spirochaeta" "g__Spirochaeta"
"ASV1497" "Bacteria" "Bacillota" "Bacilli" "unclassified" "unclassified" "unclassified" "c__Bacilli"
"ASV1498" "Bacteria" "Bacillota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Bacillota"
"ASV1499" "Bacteria" "Bacillota" "Bacilli" "Izemoplasmatales" "Izemoplasmatales_insertae_sedis_family" "Izemoplasmatales_insertae_sedis_genus" "g__Izemoplasmatales_insertae_sedis_genus"
"ASV1500" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Hyphomicrobiaceae" "unclassified" "f__Hyphomicrobiaceae"
"ASV1502" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "Candidatus_Solibacter" "g__Candidatus_Solibacter"
"ASV1503" "Bacteria" "Bacillota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Bacillota"
"ASV1505" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Lysobacterales" "Lysobacteraceae" "Luteimonas" "g__Luteimonas"
"ASV1508" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Pseudomonadales" "Porticoccaceae" "C1-B045" "g__C1-B045"
"ASV1509" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Paenibacillaceae_insertae_sedis_genus" "g__Paenibacillaceae_insertae_sedis_genus"
"ASV1510" "Bacteria" "Gemmatimonadota" "S0134_terrestrial_group" "S0134_terrestrial_group_insertae_sedis_order" "S0134_terrestrial_group_insertae_sedis_family" "S0134_terrestrial_group_insertae_sedis_genus" "g__S0134_terrestrial_group_insertae_sedis_genus"
"ASV1511" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Microtrichales" "Ilumatobacteraceae" "Ilumatobacteraceae_insertae_sedis_genus" "g__Ilumatobacteraceae_insertae_sedis_genus"
"ASV1512" "Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Microscillaceae" "Microscillaceae_insertae_sedis_genus" "g__Microscillaceae_insertae_sedis_genus"
"ASV1513" "Bacteria" "Bacillota" "Bacilli" "Thermoactinomycetales" "Thermoactinomycetaceae" "Planifilum" "g__Planifilum"
"ASV1515" "Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacterales_insertae_sedis_family" "Vicinamibacterales_insertae_sedis_genus" "g__Vicinamibacterales_insertae_sedis_genus"
"ASV1517" "Bacteria" "Bacillota" "Clostridia" "Oscillospirales" "Oscillospiraceae" "unclassified" "f__Oscillospiraceae"
"ASV1520" "Bacteria" "Patescibacteria" "Parcubacteria" "Candidatus_Vogelbacteria" "Candidatus_Vogelbacteria_insertae_sedis_family" "Candidatus_Vogelbacteria_insertae_sedis_genus" "g__Candidatus_Vogelbacteria_insertae_sedis_genus"
"ASV1521" "Bacteria" "Myxococcota" "Polyangiia" "Polyangiales" "BIrii41" "BIrii41_insertae_sedis_genus" "g__BIrii41_insertae_sedis_genus"
"ASV1522" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Rhizobiaceae" "Shinella" "g__Shinella"
"ASV1524" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "unclassified" "f__Bacillaceae"
"ASV1525" "Bacteria" "Bacillota" "Limnochordia" "Hydrogenispora" "Hydrogenispora_insertae_sedis_order" "Hydrogenispora_insertae_sedis_family" "g__Hydrogenispora_insertae_sedis_family"
"ASV1526" "Bacteria" "Actinomycetota" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "unclassified" "f__Micromonosporaceae"
"ASV1527" "Bacteria" "Planctomycetota" "Planctomycetes" "Planctomycetales" "unclassified" "unclassified" "o__Planctomycetales"
"ASV1528" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Defluviicoccales" "unclassified" "unclassified" "o__Defluviicoccales"
"ASV1529" "Bacteria" "Chloroflexota" "Anaerolineae" "Aggregatilineales" "Aggregatilineales_insertae_sedis_family" "Aggregatilineales_insertae_sedis_genus" "g__Aggregatilineales_insertae_sedis_genus"
"ASV1531" "Bacteria" "Chloroflexota" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolinea" "g__Anaerolinea"
"ASV1534" "Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" "Pirellula" "g__Pirellula"
"ASV1535" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Thermobacillus" "g__Thermobacillus"
"ASV1536" "Bacteria" "Acidobacteriota" "Subgroup_21" "Subgroup_21_insertae_sedis_order" "Subgroup_21_insertae_sedis_family" "Subgroup_21_insertae_sedis_genus" "g__Subgroup_21_insertae_sedis_genus"
"ASV1537" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "unclassified" "f__Bacillaceae"
"ASV1539" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "unclassified" "unclassified" "o__Hyphomicrobiales"
"ASV1540" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Planococcaceae" "Lysinibacillus" "g__Lysinibacillus"
"ASV1542" "Bacteria" "Gemmatimonadota" "Gemmatimonadia" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonadaceae_insertae_sedis_genus" "g__Gemmatimonadaceae_insertae_sedis_genus"
"ASV1544" "Bacteria" "Bacillota" "Clostridia" "Oscillospirales" "Oscillospiraceae" "HN-HF0106" "g__HN-HF0106"
"ASV8731" "Bacteria" "Bacillota" "Clostridia" "Oscillospirales" "Oscillospiraceae" "unclassified" "f__Oscillospiraceae"
"ASV8733" "Bacteria" "Bacillota" "Bacilli" "Haloplasmatales" "Haloplasmataceae" "Haloplasma" "g__Haloplasma"
"ASV8734" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "Ureibacillus" "g__Ureibacillus"
"ASV8735" "Bacteria" "Actinomycetota" "Thermoleophilia" "Gaiellales" "Gaiellales_insertae_sedis_family" "Gaiellales_insertae_sedis_genus" "g__Gaiellales_insertae_sedis_genus"
"ASV8736" "Bacteria" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "k__Bacteria"
"ASV8738" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Planococcaceae" "Lysinibacillus" "g__Lysinibacillus"
"ASV8740" "Bacteria" "Chloroflexota" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolineaceae_insertae_sedis_genus" "g__Anaerolineaceae_insertae_sedis_genus"
"ASV8741" "Bacteria" "Rhodothermota" "Rhodothermia" "Rhodothermales" "Rhodothermaceae" "Rhodothermaceae_insertae_sedis_genus" "g__Rhodothermaceae_insertae_sedis_genus"
"ASV8743" "Bacteria" "Gemmatimonadota" "S0134_terrestrial_group" "S0134_terrestrial_group_insertae_sedis_order" "S0134_terrestrial_group_insertae_sedis_family" "S0134_terrestrial_group_insertae_sedis_genus" "g__S0134_terrestrial_group_insertae_sedis_genus"
"ASV8747" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Hyphomicrobiaceae" "Pedomicrobium" "g__Pedomicrobium"
"ASV8748" "Bacteria" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "k__Bacteria"
"ASV8752" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "unclassified" "f__Bacillaceae"
"ASV8754" "Bacteria" "Gemmatimonadota" "S0134_terrestrial_group" "S0134_terrestrial_group_insertae_sedis_order" "S0134_terrestrial_group_insertae_sedis_family" "S0134_terrestrial_group_insertae_sedis_genus" "g__S0134_terrestrial_group_insertae_sedis_genus"
"ASV8757" "Bacteria" "Chloroflexota" "TK10" "TK10_insertae_sedis_order" "TK10_insertae_sedis_family" "TK10_insertae_sedis_genus" "g__TK10_insertae_sedis_genus"
"ASV8759" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "unclassified" "f__Bacillaceae"
"ASV8762" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Paenibacillus" "g__Paenibacillus"
"ASV8764" "Bacteria" "Bacillota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Bacillota"
"ASV8766" "Bacteria" "Chloroflexota" "Anaerolineae" "unclassified" "unclassified" "unclassified" "c__Anaerolineae"
"ASV8770" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Microtrichales" "Iamiaceae" "Iamia" "g__Iamia"
"ASV8771" "Bacteria" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "k__Bacteria"
